topic	term	beta
2	tablecloth	0.0026927784577723372
1	taken	0.0027127003699136862
2	taken	2.44798041615667e-4
1	teaches	0.0051787916152897665
2	teaches	2.44798041615667e-4
1	threat	0.0027127003699136862
2	threat	2.44798041615667e-4
1	three	2.4660912453760805e-4
2	three	0.0051407588739290095
1	threeday	0.0027127003699136862
2	threeday	2.44798041615667e-4
1	time	2.4660912453760805e-4
2	time	0.0026927784577723372
1	toughtufted	0.0027127003699136862
2	toughtufted	2.44798041615667e-4
1	traditions	0.0027127003699136862
2	traditions	2.44798041615667e-4
1	triplesling	0.0051787916152897665
2	triplesling	2.44798041615667e-4
1	troubles	2.4660912453760805e-4
2	troubles	0.0026927784577723372
1	truth	2.4660912453760805e-4
2	truth	0.0026927784577723372
1	trying	0.0051787916152897665
2	trying	2.44798041615667e-4
1	two	2.4660912453760805e-4
2	two	0.014932680538555688
1	unsuccessful	2.4660912453760805e-4
2	unsuccessful	0.0026927784577723372
1	used	0.0027127003699136862
2	used	2.44798041615667e-4
1	using	2.4660912453760805e-4
2	using	0.0026927784577723372
1	utterly	0.0027127003699136862
2	utterly	2.44798041615667e-4
1	van	2.4660912453760805e-4
2	van	0.0051407588739290095
1	vanitch	2.4660912453760805e-4
2	vanitch	0.0026927784577723372
1	vehicle	0.0027127003699136862
2	vehicle	2.44798041615667e-4
1	violent	0.0027127003699136862
2	violent	2.44798041615667e-4
1	waiting	2.4660912453760805e-4
2	waiting	0.0026927784577723372
1	walk	2.4660912453760805e-4
2	walk	0.0026927784577723372
1	wall	0.007644882860665842
2	wall	2.44798041615667e-4
1	watch	2.4660912453760805e-4
2	watch	0.0026927784577723372
1	water	0.0027127003699136862
2	water	2.44798041615667e-4
1	waves	0.0027127003699136862
2	waves	2.44798041615667e-4
1	wear	2.4660912453760805e-4
2	wear	0.0075887392900856766
1	week	0.0027127003699136862
2	week	2.44798041615667e-4
1	well	0.0051787916152897665
2	well	2.44798041615667e-4
1	whip	0.0027127003699136862
2	whip	2.44798041615667e-4
1	whips	2.4660912453760805e-4
2	whips	0.0026927784577723372
1	whisky	0.0027127003699136862
2	whisky	2.44798041615667e-4
1	white	2.4660912453760805e-4
2	white	0.0026927784577723372
1	whos	0.0027127003699136862
2	whos	2.44798041615667e-4
1	willingdon	2.4660912453760805e-4
2	willingdon	0.0026927784577723372
1	win	0.0051787916152897665
2	win	2.44798041615667e-4
1	windmill	0.01997533908754624
2	windmill	2.44798041615667e-4
1	window	0.0027127003699136862
2	window	2.44798041615667e-4
1	work	2.4660912453760805e-4
2	work	0.0051407588739290095
1	workhorse	2.4660912453760805e-4
2	workhorse	0.0026927784577723372
1	working	0.0027127003699136862
2	working	2.44798041615667e-4
1	works	2.4660912453760805e-4
2	works	0.0026927784577723372
1	wounded	2.4660912453760805e-4
2	wounded	0.0026927784577723372
1	write	0.0027127003699136862
2	write	2.44798041615667e-4
1	years	2.4660912453760805e-4
2	years	0.0026927784577723372
1	yook	0.0051787916152897665
2	yook	2.44798041615667e-4
1	yooks	0.01997533908754624
2	yooks	2.44798041615667e-4
1	young	0.0051787916152897665
2	young	2.44798041615667e-4
1	zook	0.0027127003699136862
2	zook	2.44798041615667e-4
1	zooks	0.012577065351418002
2	zooks	0.0051407588739290095
