topic	term	beta
2	buffalo	5.812321545081618e-6
1	buffs	1.5177921343627648e-5
2	buffs	1.2781470120495676e-5
1	bug	3.348950522189087e-5
2	bug	1.3159476843252882e-12
1	build	2.35899877358508e-4
2	build	1.119539044915255e-4
1	builder	3.348950235824775e-5
2	builder	3.3147679705311394e-12
1	builders	6.151441778293393e-5
2	builders	1.550210598333561e-5
1	building	6.75067768954893e-4
2	building	3.8980625121845687e-4
1	buildings	3.720090059770333e-4
2	buildings	2.4741738942183886e-5
1	buildup	8.805743478777038e-5
2	buildup	2.0350749723537806e-5
1	built	4.1291302778895527e-4
2	built	8.190146870015505e-5
1	bujang	4.464974774076811e-5
2	bujang	2.044022038695091e-9
1	bulgaria	1.1988542502234275e-13
2	bulgaria	5.454317237867593e-5
1	bulk	3.125506391394821e-5
2	bulk	3.6623107317432256e-5
1	bull	5.581584517704401e-5
2	bull	1.1387101790807574e-15
1	bullet	5.3161533559963255e-5
2	bullet	4.860399776501442e-5
1	bulletin	3.048257087980388e-5
2	bulletin	2.5474484078461354e-5
1	bullets	8.930487586187535e-5
2	bullets	3.325435200258915e-10
1	bullion	1.0605010583948314e-4
2	bullion	1.8415619652831573e-47
1	bullish	5.9207146152206864e-5
2	bullish	9.320697691683133e-6
1	bumper	2.936795281819556e-5
2	bumper	1.4564663795851759e-5
1	bunch	1.6487312548944753e-5
2	bunch	1.5763457146543193e-5
1	bundesbank	6.69790142144104e-5
2	bundesbank	4.7174767278096836e-20
1	burbank	3.104011115253637e-5
2	burbank	5.60561702701787e-6
1	burden	9.471980732071432e-5
2	burden	1.0920300115106097e-4
1	burdick	3.348950696169403e-5
2	burdick	1.0156665401059318e-13
1	bureau	2.0639803254707858e-4
2	bureau	9.748269718453202e-5
1	bureaucracy	7.0163717703159265e-6
2	bureaucracy	3.0166046930978776e-5
1	bureaucrats	1.9327601705661434e-6
2	bureaucrats	4.15062849599395e-5
1	bureaus	1.4248175015012328e-5
2	bureaus	2.511825487829684e-5
1	burgeoning	1.3663995828389425e-5
2	burgeoning	2.1630070526269982e-5
1	burger	3.348950710720519e-5
2	burger	1.1449486989983089e-20
1	burglary	2.4061165222679765e-5
2	burglary	2.216473757563662e-5
1	burgues	3.348939038899385e-5
2	burgues	8.14692048134559e-11
1	burial	4.98993577694085e-5
2	burial	3.5297229923505885e-5
1	buried	3.2439818426066676e-5
2	buried	5.137991331188054e-5
1	burke	5.5796191764065706e-5
2	burke	1.3718065428211796e-8
1	burleson	1.6496787880748107e-7
2	burleson	3.49483205829388e-5
1	burlington	3.348950710720495e-5
2	burlington	1.9889401407790757e-19
1	burma	6.69772209930838e-5
2	burma	1.251666846395666e-9
1	burmas	3.3473537723553655e-5
2	burmas	1.1146615187790791e-8
1	burn	9.671429866449247e-5
2	burn	2.5996089323155182e-5
1	burned	2.554528435702809e-4
2	burned	3.986683860067294e-5
1	burnham	5.577832674380314e-5
2	burnham	2.6187833237257283e-8
1	burning	8.19644701463446e-5
2	burning	6.745898326424038e-5
1	burns	5.9608559941620376e-5
2	burns	1.2486294533528763e-6
1	burst	7.387429048741771e-5
2	burst	1.0770867026539885e-5
1	burt	7.295588398544628e-6
2	burt	1.8283331309261127e-5
1	burton	5.250917244655972e-5
2	burton	1.0099936324026486e-5
1	bury	2.797485319581199e-5
2	bury	1.9432986948717687e-5
1	bus	5.832690262216937e-4
2	bus	3.312007357546991e-5
1	buses	1.7205238040205213e-4
2	buses	6.817633839417071e-7
1	busfield	7.562824209289965e-20
2	busfield	2.337564534100961e-5
1	bush	8.187696814741152e-7
2	bush	0.0036966764042806366
1	bushel	3.3489507107205225e-4
2	bushel	2.3702313885632705e-38
1	bushels	1.7302912005389342e-4
2	bushels	3.257911482790459e-28
1	bushs	1.1411856822379058e-5
2	bushs	6.114891359087197e-4
1	business	0.0018831037109964175
2	business	3.608499142390074e-4
1	businesses	5.504787326680476e-4
2	businesses	4.431984582488901e-5
1	businessman	8.541887572324651e-6
2	businessman	9.533223342883303e-5
1	businessmen	1.3808943286005066e-5
2	businessmen	7.996801068590548e-5
1	bust	4.4651173443979485e-5
2	bust	1.0488825006866902e-9
1	buster	1.5820379075185403e-5
2	buster	1.233303521127443e-5
1	busy	5.2851124162840646e-5
2	busy	5.2716604130563604e-5
1	butcher	7.256059003201754e-5
2	butcher	6.072773828817529e-12
1	buthelezi	1.813341000272924e-37
2	buthelezi	3.895940890168274e-5
1	butterfly	6.138910017267444e-5
2	butterfly	5.8140000444242245e-9
1	button	1.0663172342276561e-5
2	button	1.5932760795554762e-5
1	buttons	1.2099311977651152e-10
2	buttons	2.3375560887922684e-5
1	buy	6.397615319914598e-4
2	buy	1.0667064201476384e-4
1	buyer	9.488693530707861e-5
2	buyer	1.0446739520493287e-12
1	buyers	2.065186271610708e-4
2	buyers	1.9623791885208276e-17
1	buying	4.6181086952914915e-4
2	buying	1.2707351861812582e-5
1	buyout	2.84660522906338e-4
2	buyout	2.0067816177601144e-10
1	buyouts	6.139742969462871e-5
2	buyouts	1.3360749261158695e-15
1	buys	2.7184460286619914e-5
2	buys	4.400916915995826e-6
1	bypass	1.6353106803226386e-5
2	bypass	3.144089619502191e-5
1	byrd	2.472213189199839e-11
2	byrd	5.064721431616214e-5
1	byrne	5.844215687225897e-11
2	byrne	3.50634272189424e-5
1	byzantine	9.924828662895325e-6
2	byzantine	1.644812400868722e-5
1	c	2.2358835725946622e-4
2	c	1.5171486138544656e-4
1	cabbage	4.266433712644284e-5
2	cabbage	1.3878588155552988e-6
1	cabin	3.3456388966590625e-5
2	cabin	2.3116431868707265e-8
1	cabinet	9.591061946424653e-6
2	cabinet	3.322523049752482e-4
1	cable	2.0030162109017964e-4
2	cable	4.719481434507657e-5
1	cafe	6.139741687000552e-5
2	cafe	8.952911326894087e-12
1	cain	1.0046852132161569e-4
2	cain	5.1999013905122554e-30
1	cairo	2.9479242006958774e-5
2	cairo	5.7342333835699e-5
1	cake	3.3489507105986134e-5
2	cake	8.509235335104533e-16
1	caledonia	4.01110156411817e-6
2	caledonia	2.0575900116648848e-5
1	calero	1.1616810921867053e-36
2	calero	4.285534979185105e-5
1	calgary	5.0234254448119815e-5
2	calgary	4.336450555805522e-12
1	caliber	2.5312223558562447e-5
2	caliber	3.297932267155154e-5
1	calif	4.284472627410742e-4
2	calif	1.1391393669854657e-4
1	california	9.286568042781081e-4
2	california	2.9461609511559236e-4
1	californians	4.465267614294029e-5
2	californians	9.660177951223654e-24
1	californias	1.2314956637131912e-4
2	californias	7.544296633842045e-6
1	call	3.0153341416305936e-4
2	call	5.375506035217649e-4
1	called	6.073297915520926e-4
2	called	0.001333153702250748
1	caller	4.10961596941247e-5
2	caller	2.482445229511721e-6
1	callers	3.068232534384823e-5
2	callers	9.751292084522982e-6
1	calling	6.149570416206536e-5
2	calling	3.3108638017722214e-4
1	calls	3.02453179693008e-4
2	calls	4.2782226309810066e-4
1	calm	1.3834988050162473e-5
2	calm	3.709448167248556e-5
1	camarena	4.708650076254474e-6
2	camarena	3.5672775453626984e-5
1	cambodia	1.287529595501584e-38
2	cambodia	7.012693602302891e-5
1	cambodian	1.2430533109414973e-10
2	cambodian	3.116744035633879e-5
1	cambridge	3.403791615521009e-5
2	cambridge	2.6888797217086858e-5
1	came	0.0010018599359875944
2	came	7.928480416265147e-4
1	camera	1.1913360965645121e-5
2	camera	2.6747952950009325e-5
1	cameras	3.734588866715081e-5
2	cameras	2.0683894538099127e-5
1	camp	2.312031615089736e-5
2	camp	2.059306712054213e-4
1	campaign	3.4863915316398697e-10
2	campaign	0.001733693452775073
1	campaigned	6.183256287013751e-13
2	campaigned	6.233505381110175e-5
1	campaigning	3.216695129943628e-12
2	campaigning	1.2467010624013467e-4
1	campaigns	9.771542584311803e-22
2	campaigns	1.6752545827723584e-4
1	campbell	1.1508537728501051e-4
2	campbell	1.3173093242909967e-5
1	campeau	6.695233991854545e-5
2	campeau	1.8618634125149315e-8
1	camped	2.2806440063131336e-5
2	camped	1.1352711919287779e-5
1	camps	1.9147245585108678e-5
2	camps	1.0351346679317671e-4
1	campus	3.2807571981937424e-13
2	campus	1.0129446291537858e-4
1	canada	2.9635416700013e-4
2	canada	8.534062915635898e-5
1	canadian	3.8279100650391736e-4
2	canadian	5.528089762014102e-6
1	canal	4.8209910901929086e-5
2	canal	5.985210763333654e-5
1	cancel	2.7315909078032583e-5
2	cancel	2.76848111207845e-5
1	canceled	7.643750890178454e-5
2	canceled	1.0638026517109708e-4
1	canceling	7.974430009911842e-6
2	canceling	1.7809500485199062e-5
1	cancellation	2.3588733562447502e-5
2	cancellation	1.8598553552361084e-5
1	cancer	2.432761619405485e-4
2	cancer	1.3797279171882433e-4
1	candidacy	8.043263265999987e-20
2	candidacy	1.0519040403454348e-4
1	candidate	2.965706144985156e-15
2	candidate	4.947844930493013e-4
1	candidates	3.598656986622679e-5
2	candidates	4.891456046384974e-4
1	canning	4.465267614276277e-5
2	canning	1.2390689469625102e-16
1	cannon	2.6365770390815644e-5
2	cannon	1.276424349506672e-5
1	cano	2.3931291434716847e-24
2	cano	3.116752712134622e-5
1	cans	6.697764202115712e-5
2	cans	9.57789636203391e-10
1	cant	2.925668255128362e-4
2	cant	3.451162888027893e-4
1	canyon	8.930523583403634e-5
2	canyon	8.128328073727883e-11
1	cap	2.782414534190024e-5
2	cap	1.5642240002785983e-5
1	capabilities	4.447321930095744e-5
2	capabilities	1.2526071162467013e-7
1	capability	1.0413627352563278e-5
2	capability	4.3378529201390856e-5
1	capable	5.5750628588968515e-5
2	capable	5.848463447251131e-5
1	capacity	1.9873121430039945e-4
2	capacity	3.2707193287830074e-5
1	cape	3.3546248859429985e-5
2	cape	5.0607625881014305e-5
1	capita	2.945266764435307e-5
2	capita	6.7136511443129605e-6
1	capital	5.110842257015524e-4
2	capital	6.328326638529101e-4
1	capitalism	7.516281730363412e-6
2	capitalism	2.2025228455602177e-5
1	capitalist	2.7547942983991986e-9
2	capitalist	3.8957486057781236e-5
1	capitals	2.4366131384716925e-5
2	capitals	4.1431575924209944e-5
1	capitol	9.90702633749871e-6
2	capitol	1.5671442206159525e-4
1	capped	1.5287775081560258e-5
2	capped	2.0496674092195706e-5
1	caps	2.2451189133289185e-5
2	caps	1.9392558523844365e-5
1	capt	1.262754949027761e-4
2	capt	1.7050224047460263e-5
1	captain	8.98967070157224e-5
2	captain	2.685882117043028e-5
1	captive	1.022245502089303e-6
2	captive	4.603776425621116e-5
1	captives	4.113725076403298e-6
2	captives	2.829615077924016e-5
1	captivity	1.2934357713830843e-5
2	captivity	2.2139357263115836e-5
1	capture	4.565779983633454e-5
2	capture	6.16334788236987e-5
1	captured	2.540976104622728e-5
2	captured	1.887488772010722e-4
1	car	8.206796345159725e-4
2	car	6.610067145173923e-5
1	carbide	3.3489507100314604e-5
2	carbide	4.8096354611259165e-15
1	carbon	1.5602739465431464e-4
2	carbon	1.7936611353936398e-7
1	card	5.8796752404992135e-5
2	card	6.415032461436737e-5
1	cardboard	2.4274898033231117e-5
2	cardboard	6.431788708616891e-6
1	cardinal	4.6939622893198706e-21
2	cardinal	9.739852225420695e-5
1	cards	9.69092260680196e-5
2	cards	5.3131616404895276e-5
1	care	2.583186182344098e-4
2	care	4.547322057533253e-4
1	career	1.678072079954911e-5
2	career	2.4152323008564777e-4
1	careful	1.2992275298329786e-5
2	careful	6.495428063394133e-5
1	carefully	3.228196631025519e-5
2	carefully	6.31779166148959e-5
1	caretaker	9.271310710286798e-12
2	caretaker	2.7271579759811557e-5
1	cargill	4.741486341612951e-5
2	cargill	1.967936698979974e-6
1	cargo	1.7302885505194508e-4
2	cargo	1.8497111774150928e-10
1	caribbean	4.395457616386152e-5
2	caribbean	7.06142091701455e-5
1	caring	3.202117505722371e-5
2	caring	4.920835318543463e-6
1	carl	5.491516085039189e-5
2	carl	7.465155375083368e-5
1	carla	1.828941771932608e-5
2	carla	2.229747116563787e-5
1	carlos	1.0696598207242966e-6
2	carlos	1.0833972334784775e-4
1	carlson	4.852204241874263e-5
2	carlson	2.0674831218303195e-5
1	carlucci	4.077107314447948e-16
2	carlucci	8.960664047358577e-5
1	carol	7.014294974892605e-5
2	carol	2.1167221230738338e-5
1	carolina	1.7244815312772265e-4
2	carolina	1.250756228686679e-4
1	carolinas	1.7196007278160536e-5
2	carolinas	1.1372847983349562e-5
1	carolyn	2.3159792637036754e-6
2	carolyn	2.1759093932469458e-5
1	carpenter	1.573411922482939e-10
2	carpenter	6.233494441868413e-5
1	carpenters	8.16639323902337e-17
2	carpenters	2.337564534095268e-5
1	carried	1.8763383695548456e-4
2	carried	2.469380197070471e-4
1	carrier	1.785791232114005e-4
2	carrier	2.20437606566088e-8
1	carriers	1.9380773157685104e-4
2	carriers	1.2768134386263375e-5
1	carries	6.074795509283311e-5
2	carries	3.1620859800914e-5
1	carroll	6.930432878101844e-9
2	carroll	3.5058630575702184e-5
1	carry	1.855419404941619e-4
2	carry	1.821671663915458e-4
1	carrying	3.1713173310421303e-4
2	carrying	1.8382019282774331e-4
1	cars	7.259037790843911e-4
2	cars	3.6880825128374327e-6
1	carson	2.897838963699437e-14
2	carson	2.727158621095104e-5
1	cart	2.5902663731325886e-5
2	cart	1.3087491519967151e-5
1	cartel	8.444740782695622e-8
2	cartel	3.500452379806243e-5
1	cartels	2.5772937918657314e-8
2	cartels	4.673330119491656e-5
1	carter	2.067120260426222e-5
2	carter	1.60888859539702e-4
1	cartoon	3.9071009738501786e-5
2	cartoon	5.715675165917841e-11
1	carved	3.346704194272363e-5
2	carved	1.5680664268014114e-8
1	cascade	4.46525683976463e-5
2	cascade	7.520611668089499e-11
1	case	1.8162097801550673e-4
2	case	0.0015640670697362384
1	cases	2.084855970912804e-4
2	cases	4.856196680581895e-4
1	casey	8.168951324829868e-6
2	casey	1.7673724785239206e-5
1	cash	7.25372941657951e-4
2	cash	9.366524702501293e-5
1	casino	5.54638998858737e-5
2	casino	2.4565749258817486e-7
1	casinos	3.907109159544291e-5
2	casinos	2.0681585714317234e-14
1	casper	2.2222322870658186e-5
2	casper	7.86448429540107e-6
1	cassette	4.1457489245492575e-5
2	cassette	2.2302375330244716e-6
1	cassettes	3.348950526628114e-5
2	cassettes	1.2849633144519181e-12
1	cast	9.907599420695205e-9
2	cast	1.363510156605528e-4
1	castaneda	1.0754775806011326e-74
2	castaneda	3.895940890168274e-5
1	castillo	8.521924875181281e-21
2	castillo	3.116752712134622e-5
1	castle	5.4668887420357114e-5
2	castle	2.417622080763989e-5
1	castro	3.5209812967450173e-7
2	castro	9.325681719145287e-5
1	casual	3.9057421123473227e-5
2	casual	9.541997617361803e-9
1	casualties	4.475800880991312e-5
2	casualties	5.8365591247283935e-5
1	casualty	5.157496607654746e-6
2	casualty	2.7567599204758313e-5
1	cat	6.693029985689765e-5
2	cat	3.4002577003868735e-8
1	catastrophe	3.779573712859748e-8
2	catastrophe	2.7245204841219227e-5
1	catastrophic	3.722895704481497e-5
2	catastrophic	2.466145359374593e-5
1	catch	5.62080199077424e-5
2	catch	3.86856712993636e-5
1	categories	6.199459606202072e-5
2	categories	1.1271001093396938e-5
1	category	9.02449135173088e-5
2	category	3.0511714240860337e-5
1	caterpillar	3.348950589401879e-5
2	caterpillar	8.468030164487321e-13
1	cathedral	1.8559128551548186e-6
2	cathedral	6.103962876667559e-5
1	catherine	4.463646852849892e-6
2	catherine	2.0260023918881174e-5
1	catholic	6.754739477846612e-7
2	catholic	3.930185497090355e-4
1	catholicjewish	1.6270194707718565e-68
2	catholicjewish	2.337564534100965e-5
1	catholics	4.800215802697314e-8
2	catholics	6.619748967044679e-5
1	cattle	2.2884496523007075e-4
2	cattle	1.7438831790303948e-15
1	caucus	3.975668555060532e-7
2	caucus	5.816161205088069e-5
1	caucuses	4.240548161944314e-8
2	caucuses	5.4513573474957346e-5
1	caught	1.6253892661378713e-4
2	caught	8.91369041234305e-5
1	cause	5.886075205253533e-4
2	cause	1.969192677097948e-4
1	caused	6.235107261621655e-4
2	caused	9.463804428431368e-5
1	causes	1.3171402417187225e-4
2	causes	7.16932489426617e-5
1	causing	1.4629815806411746e-4
2	causing	5.7617595930138076e-5
1	caution	1.8922592049772475e-5
2	caution	1.795957517173617e-5
1	cautioned	5.417856824954961e-5
2	cautioned	5.179004937173728e-5
1	cautious	7.182923962437917e-5
2	cautious	3.9469896890306595e-5
1	cautiously	6.55972569281455e-9
2	cautiously	2.3371066658473714e-5
1	cavazos	2.2578092291940173e-15
2	cavazos	6.623099513128473e-5
1	cave	3.34201449062405e-5
2	cave	4.841475285475518e-8
1	cbn	4.149152856664466e-15
2	cbn	2.727158622828186e-5
1	cbs	4.732716307813239e-4
2	cbs	1.2499632766829387e-5
1	cdc	1.0605010583948314e-4
2	cdc	1.1816322590264924e-20
1	cdy	1.0605010583948314e-4
2	cdy	4.647040682111311e-37
1	cease	3.116189266737903e-14
2	cease	2.337564531925869e-5
1	ceasefire	1.2912741823194311e-6
2	ceasefire	2.0558355898028557e-4
1	ceausescu	9.745155503738768e-10
2	ceausescu	1.0518972382358028e-4
1	ceausescus	4.855487356367601e-10
2	ceausescus	7.402253800062375e-5
1	cebu	3.348950710720519e-5
2	cebu	1.3240991202560224e-30
1	ceiling	5.5697652370746235e-5
2	ceiling	1.177032114237438e-5
1	celebrate	5.628349437368348e-7
2	celebrate	6.194219596657024e-5
1	celebrated	1.4014058534304855e-5
2	celebrated	4.086543152844858e-5
1	celebrating	5.384119800444131e-6
2	celebrating	2.3513475533227057e-5
1	celebration	1.1961621344625514e-5
2	celebration	6.177773526112056e-5
1	celebrations	2.2113259373388633e-10
2	celebrations	2.337549099066144e-5
1	celebrities	2.28808947076924e-9
2	celebrities	3.506187092715594e-5
1	celebrity	5.8559623155971506e-9
2	celebrity	2.7267498774835817e-5
1	cell	5.3286432770213e-5
2	cell	2.514117288944714e-5
1	cells	1.751609470297329e-4
2	cells	2.5783572951194583e-5
1	cement	3.697308393620462e-5
2	cement	5.360348338767052e-6
1	cemetery	6.976348691660857e-7
2	cemetery	1.0080751464355242e-4
1	censorship	5.033068081410652e-9
2	censorship	3.116401404442719e-5
1	census	9.457278377190125e-5
2	census	2.1927852899558434e-7
1	cent	7.758402479835871e-4
2	cent	2.0691527861866101e-32
1	centennial	3.345050598429135e-5
2	centennial	2.722274813472803e-8
1	center	9.489218809446051e-4
2	center	5.025397208705482e-4
1	centered	6.69790142133021e-5
2	centered	7.735515149975414e-16
1	centers	2.0622401281241513e-4
2	centers	7.422851745920922e-5
1	central	9.170917621277856e-4
2	central	5.364449373725699e-4
1	centrist	2.302041719678033e-8
2	centrist	3.504739978135898e-5
1	centrust	6.139742954145043e-5
2	centrust	1.0825444386022994e-13
1	cents	0.00158517000307438
2	cents	7.806724560533537e-24
1	centuries	1.1235634763174018e-5
2	centuries	1.942912343934521e-5
1	century	1.8452427539949784e-4
2	century	1.5170996857581282e-4
1	ceo	3.907109142364087e-5
2	ceo	1.405992512996303e-13
1	cereal	5.4710539141951586e-5
2	cereal	8.563384383376412e-6
1	ceremonial	8.098422127527986e-18
2	ceremonial	2.3375645341004003e-5
1	ceremonies	6.316720618865695e-6
2	ceremonies	5.792598902617037e-5
1	ceremony	2.9757100644351694e-10
2	ceremony	1.59733368792609e-4
1	ceremsak	3.9071091621234694e-5
2	ceremsak	2.678929896955084e-15
1	certainly	1.0889235611294218e-4
2	certainly	1.4995780662438853e-4
1	certainty	3.906893153599128e-5
2	certainty	1.507740203849451e-9
1	certificate	8.313445763574911e-16
2	certificate	2.3375645340429403e-5
1	certificates	3.348950693276753e-5
2	certificates	1.2175732530842424e-13
1	certification	4.3046606582850336e-5
2	certification	5.0169759746642296e-6
1	cerullo	6.862315461281449e-15
2	cerullo	2.337564533621979e-5
1	cesar	4.351708667083012e-13
2	cesar	3.8959408597933866e-5
1	cftc	3.285343437943799e-5
2	cftc	3.9403387084096095e-5
1	chadli	5.682540033242756e-7
2	chadli	2.297900456625011e-5
1	chafee	9.99544203644945e-66
2	chafee	2.337564534100965e-5
1	chain	2.28844611690225e-4
2	chain	2.467722328439274e-10
1	chains	5.5815845071181686e-5
2	chains	7.503049239548596e-14
1	chair	2.5590368727958336e-14
2	chair	5.454317244449388e-5
1	chaired	2.71921059413984e-10
2	chaired	3.506327821086362e-5
1	chairman	8.76703606313649e-4
2	chairman	7.477450550414177e-4
1	chairmen	3.18499451891614e-20
2	chairmen	2.7271586231177944e-5
1	chairs	7.539233905190474e-8
2	chairs	3.501084422778828e-5
1	challenge	5.215257138065207e-5
2	challenge	1.9345806537989473e-4
1	challenged	1.0554575280718605e-11
2	challenged	1.012944557772914e-4
1	challenger	9.847531032034294e-5
2	challenger	5.593443191882975e-5
1	challengers	6.6035870754664725e-6
2	challengers	3.0454170270570182e-5
1	challenges	3.376958267040344e-5
2	challenges	3.4867975524478285e-5
1	challenging	5.2947813457983295e-6
2	challenging	5.474336081423298e-5
1	chamber	6.050719254375652e-5
2	chamber	1.3308337498441286e-4
1	chambers	3.774435759422219e-11
2	chambers	5.064720522666054e-5
1	chamorro	2.7531806742732525e-30
2	chamorro	1.5194169471656265e-4
1	chamorros	2.6600349123240453e-40
2	chamorros	3.116752712134622e-5
1	champagne	1.9578792350912927e-5
2	champagne	1.3605607071342905e-5
1	champion	3.104077848894929e-5
2	champion	1.263793188220284e-4
1	champions	2.2272218357191347e-16
2	champions	2.3375645340854227e-5
1	championship	2.288861689079171e-5
2	championship	5.025476147039876e-5
1	chance	1.6193053204798178e-4
2	chance	2.687748439218419e-4
1	chancellor	5.370238504905893e-6
2	chancellor	1.0923386424852304e-4
1	chancery	4.4647059506285385e-5
2	chancery	3.920407249734991e-9
1	chances	6.579374184479452e-5
2	chances	9.822584128449154e-5
1	chaney	5.295514762220404e-24
2	chaney	2.7271586231177944e-5
1	change	2.99087407146839e-4
2	change	6.756158453385654e-4
1	changed	1.3425138443126896e-4
2	changed	1.8680040050658692e-4
1	changes	2.481240980146721e-4
2	changes	4.345763853145637e-4
1	changing	4.352170999467453e-5
2	changing	6.702040847029558e-5
1	channel	7.256059873227263e-5
2	channel	3.734941112121904e-18
1	channels	8.356767983223537e-6
2	channels	3.702233338024459e-5
1	chanted	2.4167270463616985e-5
2	chanted	4.157038066531702e-5
1	chanting	8.178659212569001e-6
2	chanting	2.15628895786416e-5
1	chaos	1.0079109508956248e-5
2	chaos	5.529984502088009e-5
1	chapman	1.862878963718377e-5
2	chapman	1.0372767206759804e-5
1	chapter	9.7538727246518e-5
2	chapter	8.77556931693777e-5
1	character	5.3938027519535876e-5
2	character	5.1957946581357904e-5
1	characteristics	3.470474113977155e-5
2	characteristics	6.943649536706887e-6
1	characterized	3.221018137568126e-5
2	characterized	2.03726726417437e-5
1	characters	3.7692782886683607e-5
2	characters	2.8233644470370955e-5
1	charge	1.5132870025289934e-4
2	charge	4.5538819376917994e-4
1	charged	1.4329335113673797e-4
2	charged	6.324182592728583e-4
1	charges	1.4540976672774725e-4
2	charges	0.0010984539099455882
1	chargeurs	3.907109162507275e-5
2	chargeurs	5.929695791261142e-25
1	charging	3.84346540498479e-5
2	charging	6.277928708829762e-5
1	charitable	6.680308754172554e-10
2	charitable	3.5063001726574226e-5
1	charities	2.962295025963739e-6
2	charities	4.468361146235511e-5
1	charity	2.6438681985902128e-5
2	charity	4.7776819279874754e-5
1	charles	1.7745085418076763e-4
2	charles	2.540457323733878e-4
1	charleston	1.2279481898368303e-4
2	charleston	2.8205726085321803e-11
1	charlie	3.969007156862567e-5
2	charlie	3.0735479686686303e-5
1	charlotte	2.5644732602469544e-5
2	charlotte	4.0539113443257554e-5
1	charred	5.02342605678645e-5
2	charred	6.487431762635429e-14
1	chart	2.6978816914620617e-5
2	chart	4.544455801629383e-6
1	charter	5.542305755328211e-5
2	charter	5.871327875591866e-5
1	chartered	5.032790783284612e-5
2	chartered	2.720622059071784e-5
1	chase	8.930319524760593e-5
2	chase	1.5056107434512479e-9
1	chased	2.1661911645078094e-5
2	chased	1.6047532598802477e-5
1	chatham	5.581584517867531e-5
2	chatham	4.0478749912242035e-20
1	cheap	5.9502349317913815e-5
2	cheap	4.028217327327336e-5
1	cheaper	8.372376776801305e-5
2	cheaper	8.310811633333734e-21
1	checchi	7.81421832501455e-5
2	checchi	6.789545477909663e-24
1	check	1.619236310677933e-4
2	check	2.7231325609270345e-5
1	checked	5.838102866150223e-5
2	checked	3.327297228587644e-5
1	checking	3.599719775236663e-5
2	checking	2.9417161343832263e-5
1	checkpoint	5.58158422069746e-5
2	checkpoint	2.074244454252316e-12
1	checks	6.576258422955757e-5
2	checks	4.3704416809083206e-5
1	cheered	2.2887685873962815e-6
2	cheered	4.125779141049438e-5
1	cheering	7.248631347591865e-6
2	cheering	3.389987084856588e-5
1	cheers	1.2562790278815854e-5
2	cheers	3.0190592773364696e-5
1	cheese	5.023425973350688e-5
2	cheese	6.472551943735548e-13
1	chelsea	2.925858782996631e-13
2	chelsea	3.1167526917121536e-5
1	chemical	3.19770277600297e-4
2	chemical	2.224491468502689e-5
1	chemicals	1.7302799444443651e-4
2	chemicals	7.856743719249738e-10
1	chemotherapy	2.0743494673127472e-7
2	chemotherapy	2.7126796828019522e-5
1	cheney	2.724783338952078e-10
2	cheney	1.1687803651542049e-4
1	cher	1.2853646167439743e-21
2	cher	3.116752712134622e-5
1	chernobyl	3.348945982564333e-5
2	chernobyl	3.3002486985270237e-11
1	cherry	3.348950691332511e-5
2	cherry	1.353281350358264e-13
1	chess	1.1688582116724313e-17
2	chess	7.791881780335732e-5
1	chest	7.164072337475597e-5
2	chest	6.297712640119075e-5
1	chester	2.892310685204082e-6
2	chester	6.421216491905935e-5
1	cheyenne	3.2099132605756615e-5
2	cheyenne	1.265830280128146e-5
1	chia	3.3489483684646186e-5
2	chia	1.6348924774106917e-11
1	chicago	6.024567253982597e-4
2	chicago	1.4439718557913303e-4
1	chicagobased	8.372348622568631e-5
2	chicagobased	1.9651628664638064e-10
1	chicken	4.12770012856414e-5
2	chicken	1.014809974431502e-5
1	chickens	6.694839736038397e-5
2	chickens	2.1370536117132316e-8
1	chief	0.0010780826288441683
2	chief	8.954823073105913e-4
1	chiefs	8.80117832617812e-6
2	chiefs	6.008778070820118e-5
1	child	1.387921366628403e-4
2	child	3.472604769876769e-4
1	childhood	3.461517086747175e-5
2	childhood	4.5965578406559835e-5
1	children	7.105031847062284e-4
2	children	8.67648738254717e-4
1	childrens	1.3580734586193279e-4
2	childrens	5.32523505848947e-5
1	childs	3.777226666055165e-5
2	childs	4.8025195278742705e-6
1	chile	8.110393273875339e-6
2	chile	2.550648003160177e-5
1	chiles	1.2059119769780893e-37
2	chiles	2.337564534100965e-5
1	china	1.0171997455564923e-4
2	china	4.043043393643625e-4
1	chinas	1.1133675637896605e-9
2	chinas	1.2077339046567502e-4
1	chinese	8.978922799797378e-5
2	chinese	2.490024721661415e-4
1	chinn	8.372376776801127e-5
2	chinn	1.2281003061185996e-18
1	chip	7.132809721716763e-5
2	chip	8.652166710994039e-6
1	chips	1.897738736074964e-4
2	chips	1.3103529456529244e-21
1	chiquita	4.4652676127857524e-5
2	chiquita	1.0527734063793739e-14
1	choice	6.541740295739961e-5
2	choice	2.3874239752986006e-4
1	choices	2.3788772640054727e-14
2	choices	4.675129066541481e-5
1	choir	7.887483262018581e-13
2	choir	3.895940835113715e-5
1	cholesterol	1.9590840499213374e-5
2	cholesterol	9.701256584676685e-6
1	choose	6.185284715515922e-5
2	choose	7.760093683364437e-5
1	choosing	3.9516301879298156e-5
2	choosing	3.0856770770957425e-5
1	chorus	1.8395651789986797e-10
2	chorus	2.727145782969665e-5
1	chose	1.1380937283509797e-12
2	chose	9.739852145981851e-5
1	chosen	1.5004655554207709e-5
